x, y, z, Dynamic Pressure
0.153,0.153,0.,6.2743926
0.163,0.153,0.,7.5139513
0.173,0.153,0.,8.56960011
0.184,0.153,0.,9.36268425
0.194,0.153,0.,9.94070339
0.204,0.153,0.,10.485527
0.214,0.153,0.,11.2451992
0.224,0.153,0.,12.4090099
0.235,0.153,0.,14.0069723
0.245,0.153,0.,15.868578
0.255,0.153,0.,17.6574326
0.265,0.153,0.,18.9709129
0.276,0.153,0.,19.4765511
0.286,0.153,0.,19.0155334
0.296,0.153,0.,17.6330051
0.306,0.153,0.,15.5376415
0.316,0.153,0.,13.0260391
0.327,0.153,0.,10.4101563
0.337,0.153,0.,7.95690536
0.347,0.153,0.,5.84976196
0.357,0.153,0.,4.1702137
0.367,0.153,0.,2.90315819
0.378,0.153,0.,1.97326827
0.388,0.153,0.,1.2959826
