Node Number,x,y,z,Dynamic Pressure
340500.0,0.51,0.04,0.0,0.201
250.0,0.0,0.05,0.0,0.769
4400.0,0.01,0.05,0.0,1.15
8550.0,0.02,0.05,0.0,1.62
12700.0,0.03,0.05,0.0,2.19
16850.0,0.04,0.05,0.0,2.88
21000.0,0.05,0.05,0.0,3.65
25150.0,0.06,0.05,0.0,4.46
29300.0,0.07,0.05,0.0,5.25
33450.0,0.08,0.05,0.0,5.93
37850.0,0.09,0.05,0.0,6.4605559999999995
46150.0,0.1,0.05,0.0,6.840802
54450.0,0.11,0.05,0.0,7.21208
62750.0,0.12,0.05,0.0,7.700200000000001
71050.0,0.13,0.05,0.0,8.482299999999999
79350.0,0.14,0.05,0.0,9.5756
87650.0,0.15,0.05,0.0,10.954
95700.0,0.16,0.05,0.0,0.284
100100.0,0.17,0.05,0.0,12.584
108400.0,0.18,0.05,0.0,13.869
116700.0,0.19,0.05,0.0,14.85
125000.0,0.2,0.05,0.0,15.219999999999999
133300.0,0.21,0.05,0.0,14.99
141600.0,0.22,0.05,0.0,14.280000000000001
149900.0,0.23,0.05,0.0,13.34
158200.0,0.24,0.05,0.0,12.29
166250.0,0.25,0.05,0.0,5.25
170650.0,0.26,0.05,0.0,11.989999999999998
179200.0,0.27,0.05,0.0,14.280000000000001
191400.0,0.28,0.05,0.0,9.18
199700.0,0.29,0.05,0.0,8.84
208000.0,0.3,0.05,0.0,8.790000000000001
216300.0,0.31,0.05,0.0,9.162999999999998
224600.0,0.32,0.05,0.0,9.934
232900.0,0.33,0.05,0.0,11.047
240950.0,0.34,0.05,0.0,0.128
245350.0,0.35,0.05,0.0,12.1592
253900.0,0.36,0.05,0.0,26.824399999999997
266100.0,0.38,0.05,0.0,13.611699999999999
274400.0,0.39,0.05,0.0,12.80864
282950.0,0.4,0.05,0.0,11.408690000000002
295150.0,0.41,0.05,0.0,9.691799999999999
303200.0,0.42,0.05,0.0,7.83
307350.0,0.43,0.05,0.0,6.06
311500.0,0.44,0.05,0.0,4.53
315650.0,0.45,0.05,0.0,3.29
319800.0,0.46,0.05,0.0,2.34
323950.0,0.47,0.05,0.0,1.63
328350.0,0.48,0.05,0.0,1.8130000000000002
336400.0,0.49,0.05,0.0,0.434
340550.0,0.51,0.05,0.0,0.247
300.0,0.0,0.06,0.0,0.955
4450.0,0.01,0.06,0.0,1.44
8600.0,0.02,0.06,0.0,2.06
12750.0,0.03,0.06,0.0,2.86
16900.0,0.04,0.06,0.0,3.84
21050.0,0.05,0.06,0.0,5.01
25200.0,0.06,0.06,0.0,6.29
29350.0,0.07,0.06,0.0,7.56
33500.0,0.08,0.06,0.0,8.67
37950.0,0.09,0.06,0.0,9.530691
46250.0,0.1,0.06,0.0,10.20107
54550.0,0.11,0.06,0.0,10.802140000000001
62850.0,0.12,0.06,0.0,11.6111
71150.0,0.13,0.06,0.0,12.7374
79450.0,0.14,0.06,0.0,14.489700000000001
87750.0,0.15,0.06,0.0,16.384999999999998
95750.0,0.16,0.06,0.0,0.347
100200.0,0.17,0.06,0.0,18.597
108500.0,0.18,0.06,0.0,20.255
116800.0,0.19,0.06,0.0,21.240000000000002
125100.0,0.2,0.06,0.0,21.259999999999998
133400.0,0.21,0.06,0.0,20.56
141700.0,0.22,0.06,0.0,19.34
150000.0,0.23,0.06,0.0,17.91
158300.0,0.24,0.06,0.0,16.49
166300.0,0.25,0.06,0.0,7.56
170750.0,0.26,0.06,0.0,16.42
179350.0,0.27,0.06,0.0,19.189999999999998
191500.0,0.28,0.06,0.0,13.0
199800.0,0.29,0.06,0.0,12.72
208100.0,0.3,0.06,0.0,12.89
216400.0,0.31,0.06,0.0,13.530999999999999
224700.0,0.32,0.06,0.0,14.907
233000.0,0.33,0.06,0.0,16.49
241000.0,0.34,0.06,0.0,0.151
245450.0,0.35,0.06,0.0,18.0705
254050.0,0.36,0.06,0.0,39.1298
266200.0,0.38,0.06,0.0,19.2153
274500.0,0.39,0.06,0.0,17.7116
283100.0,0.4,0.06,0.0,15.51161
295250.0,0.41,0.06,0.0,12.90235
303250.0,0.42,0.06,0.0,10.2
307400.0,0.43,0.06,0.0,7.75
311550.0,0.44,0.06,0.0,5.65
315700.0,0.45,0.06,0.0,4.01
319850.0,0.46,0.06,0.0,2.8
324000.0,0.47,0.06,0.0,1.92
328450.0,0.48,0.06,0.0,2.121
336450.0,0.49,0.06,0.0,0.507
340600.0,0.51,0.06,0.0,0.29
350.0,0.0,0.07,0.0,1.14
4500.0,0.01,0.07,0.0,1.73
8650.0,0.02,0.07,0.0,2.54
12800.0,0.03,0.07,0.0,3.61
16950.0,0.04,0.07,0.0,4.99
21100.0,0.05,0.07,0.0,6.69
25250.0,0.06,0.07,0.0,8.61
29400.0,0.07,0.07,0.0,10.6
33550.0,0.08,0.07,0.0,12.3
38050.0,0.09,0.07,0.0,13.600923
46350.0,0.1,0.07,0.0,14.70148
54650.0,0.11,0.07,0.0,15.702679999999999
62950.0,0.12,0.07,0.0,16.9118
71250.0,0.13,0.07,0.0,18.7407
79550.0,0.14,0.07,0.0,21.201
87850.0,0.15,0.07,0.0,23.913
95800.0,0.16,0.07,0.0,0.404
100300.0,0.17,0.07,0.0,26.602999999999998
108600.0,0.18,0.07,0.0,28.34
116900.0,0.19,0.07,0.0,28.93
125200.0,0.2,0.07,0.0,28.34
133500.0,0.21,0.07,0.0,26.91
141800.0,0.22,0.07,0.0,24.89
150100.0,0.23,0.07,0.0,22.990000000000002
158400.0,0.24,0.07,0.0,21.31
166350.0,0.25,0.07,0.0,10.6
170850.0,0.26,0.07,0.0,21.740000000000002
179500.0,0.27,0.07,0.0,25.07
191600.0,0.28,0.07,0.0,17.93
199900.0,0.29,0.07,0.0,17.89
208200.0,0.3,0.07,0.0,18.36
216500.0,0.31,0.07,0.0,19.636
224800.0,0.32,0.07,0.0,21.673000000000002
