x,y,z,dynamic pressure
0.1,0.41000000000000003,0.36,0.0702
0.1,0.41000000000000003,0.37,0.0699
0.1,0.41000000000000003,0.38,0.0699
0.1,0.41000000000000003,0.39,0.0701
0.1,0.41000000000000003,0.4,0.0706
0.1,0.41000000000000003,0.41000000000000003,0.0713
0.1,0.41000000000000003,0.42,0.072
0.1,0.41000000000000003,0.43,0.0726
0.1,0.41000000000000003,0.44,0.0732
0.1,0.41000000000000003,0.45,0.0735
0.1,0.41000000000000003,0.46,0.0735
0.1,0.41000000000000003,0.47000000000000003,0.073
0.1,0.41000000000000003,0.48,0.0721
0.1,0.41000000000000003,0.49,0.0716
0.1,0.42,0.0,0.0781
0.1,0.42,0.01,0.0871
0.1,0.42,0.02,0.0994
0.1,0.42,0.03,0.109
0.1,0.42,0.04,0.12
0.1,0.42,0.05,0.128
0.1,0.42,0.06,0.135
0.1,0.42,0.07,0.14
0.1,0.42,0.08,0.144
0.1,0.42,0.09,0.145
0.1,0.42,0.1,0.146
0.1,0.42,0.11,0.146
0.1,0.42,0.12,0.144
0.1,0.42,0.13,0.142
0.1,0.42,0.14,0.14
0.1,0.42,0.15,0.137
0.1,0.42,0.16,0.134
0.1,0.42,0.17,0.131
0.1,0.42,0.18,0.127
0.1,0.42,0.19,0.123
0.1,0.42,0.2,0.119
0.1,0.42,0.21,0.115
0.1,0.42,0.22,0.11
0.1,0.42,0.23,0.105
0.1,0.42,0.24,0.101
0.1,0.42,0.25,0.0959
0.1,0.42,0.26,0.0912
0.1,0.42,0.27,0.0868
0.1,0.42,0.28,0.0827
0.1,0.42,0.29,0.079
0.1,0.42,0.3,0.0757
0.1,0.42,0.31,0.0729
0.1,0.42,0.32,0.0705
0.1,0.42,0.33,0.0687
0.1,0.42,0.34,0.0672
0.1,0.42,0.35000000000000003,0.0662
0.1,0.42,0.36,0.0655
0.1,0.42,0.37,0.0651
0.1,0.42,0.38,0.065
0.1,0.42,0.39,0.0651
0.1,0.42,0.4,0.0653
0.1,0.42,0.41000000000000003,0.0657
0.1,0.42,0.42,0.0661
0.1,0.42,0.43,0.0664
0.1,0.42,0.44,0.0665
0.1,0.42,0.45,0.0664
0.1,0.42,0.46,0.0661
0.1,0.42,0.47000000000000003,0.0652
0.1,0.42,0.48,0.064
0.1,0.42,0.49,0.0634
0.1,0.43,0.0,0.0449
0.1,0.43,0.01,0.0519
0.1,0.43,0.02,0.0618
0.1,0.43,0.03,0.0703
0.1,0.43,0.04,0.0795
0.1,0.43,0.05,0.0876
0.1,0.43,0.06,0.0955
0.1,0.43,0.07,0.102
0.1,0.43,0.08,0.108
0.1,0.43,0.09,0.113
0.1,0.43,0.1,0.116
0.1,0.43,0.11,0.119
0.1,0.43,0.12,0.12
0.1,0.43,0.13,0.121
0.1,0.43,0.14,0.12
0.1,0.43,0.15,0.12
0.1,0.43,0.16,0.118
0.1,0.43,0.17,0.116
0.1,0.43,0.18,0.114
0.1,0.43,0.19,0.111
0.1,0.43,0.2,0.107
0.1,0.43,0.21,0.104
0.1,0.43,0.22,0.1
0.1,0.43,0.23,0.0962
0.1,0.43,0.24,0.0921
0.1,0.43,0.25,0.088
0.1,0.43,0.26,0.084
0.1,0.43,0.27,0.0801
0.1,0.43,0.28,0.0766
0.1,0.43,0.29,0.0733
0.1,0.43,0.3,0.0704
0.1,0.43,0.31,0.0679
0.1,0.43,0.32,0.0658
0.1,0.43,0.33,0.0641
0.1,0.43,0.34,0.0628
0.1,0.43,0.35000000000000003,0.0618
0.1,0.43,0.36,0.0611
0.1,0.43,0.37,0.0607
0.1,0.43,0.38,0.0605
0.1,0.43,0.39,0.0605
0.1,0.43,0.4,0.0605
0.1,0.43,0.41000000000000003,0.0607
0.1,0.43,0.42,0.0608
0.1,0.43,0.43,0.0608
0.1,0.43,0.44,0.0607
0.1,0.43,0.45,0.0604
0.1,0.43,0.46,0.0597
0.1,0.43,0.47000000000000003,0.0587
0.1,0.43,0.48,0.0573
0.1,0.43,0.49,0.0566
0.1,0.44,0.0,0.0234
0.1,0.44,0.01,0.0285
0.1,0.44,0.02,0.0361
0.1,0.44,0.03,0.0431
0.1,0.44,0.04,0.0509
0.1,0.44,0.05,0.0584
0.1,0.44,0.06,0.0662
0.1,0.44,0.07,0.0735
0.1,0.44,0.08,0.0804
0.1,0.44,0.09,0.0867
0.1,0.44,0.1,0.0922
0.1,0.44,0.11,0.0967
0.1,0.44,0.12,0.1
0.1,0.44,0.13,0.103
0.1,0.44,0.14,0.104
0.1,0.44,0.15,0.105
0.1,0.44,0.16,0.104
0.1,0.44,0.17,0.103
0.1,0.44,0.18,0.102
0.1,0.44,0.19,0.0996
0.1,0.44,0.2,0.0972
0.1,0.44,0.21,0.0943
0.1,0.44,0.22,0.0912
0.1,0.44,0.23,0.0879
0.1,0.44,0.24,0.0844
0.1,0.44,0.25,0.0809
0.1,0.44,0.26,0.0774
0.1,0.44,0.27,0.0741
0.1,0.44,0.28,0.0709
0.1,0.44,0.29,0.068
0.1,0.44,0.3,0.0654
0.1,0.44,0.31,0.0632
0.1,0.44,0.32,0.0613
0.1,0.44,0.33,0.0598
0.1,0.44,0.34,0.0586
0.1,0.44,0.35000000000000003,0.0577
0.1,0.44,0.36,0.057
0.1,0.44,0.37,0.0566
0.1,0.44,0.38,0.0563
0.1,0.44,0.39,0.0562
0.1,0.44,0.4,0.0562
0.1,0.44,0.41000000000000003,0.0562
0.1,0.44,0.42,0.0561
0.1,0.44,0.43,0.056
0.1,0.44,0.44,0.0557
0.1,0.44,0.45,0.0551
0.1,0.44,0.46,0.0543
0.1,0.44,0.47000000000000003,0.0532
0.1,0.44,0.48,0.0517
0.1,0.44,0.49,0.0509
0.1,0.45,0.0,0.0105
0.1,0.45,0.01,0.0141
0.1,0.45,0.02,0.0197
0.1,0.45,0.03,0.0252
0.1,0.45,0.04,0.0317
0.1,0.45,0.05,0.0383
0.1,0.45,0.06,0.0455
0.1,0.45,0.07,0.0528
0.1,0.45,0.08,0.0601
0.1,0.45,0.09,0.0671
0.1,0.45,0.1,0.0736
0.1,0.45,0.11,0.0794
0.1,0.45,0.12,0.0841
0.1,0.45,0.13,0.0878
0.1,0.45,0.14,0.0904
0.1,0.45,0.15,0.0919
0.1,0.45,0.16,0.0925
0.1,0.45,0.17,0.0923
0.1,0.45,0.18,0.0914
0.1,0.45,0.19,0.0899
0.1,0.45,0.2,0.088
0.1,0.45,0.21,0.0857
0.1,0.45,0.22,0.0832
0.1,0.45,0.23,0.0804
0.1,0.45,0.24,0.0774
0.1,0.45,0.25,0.0744
0.1,0.45,0.26,0.0714
0.1,0.45,0.27,0.0684
0.1,0.45,0.28,0.0657
0.1,0.45,0.29,0.0631
0.1,0.45,0.3,0.0608
0.1,0.45,0.31,0.0589
0.1,0.45,0.32,0.0572
0.1,0.45,0.33,0.0558
0.1,0.45,0.34,0.0547
0.1,0.45,0.35000000000000003,0.0539
0.1,0.45,0.36,0.0533
0.1,0.45,0.37,0.0529
0.1,0.45,0.38,0.0526
0.1,0.45,0.39,0.0524
0.1,0.45,0.4,0.0523
0.1,0.45,0.41000000000000003,0.0522
0.1,0.45,0.42,0.052
0.1,0.45,0.43,0.0518
0.1,0.45,0.44,0.0514
0.1,0.45,0.45,0.0507
0.1,0.45,0.46,0.0498
0.1,0.45,0.47000000000000003,0.0486
0.1,0.45,0.48,0.047
0.1,0.45,0.49,0.0462
0.1,0.46,0.0,0.0035
0.1,0.46,0.01,0.00566
0.1,0.46,0.02,0.00963
0.1,0.46,0.03,0.0141
0.1,0.46,0.04,0.0195
0.1,0.46,0.05,0.0253
0.1,0.46,0.06,0.0318
0.1,0.46,0.07,0.0387
0.1,0.46,0.08,0.0459
0.1,0.46,0.09,0.0531
0.1,0.46,0.1,0.0601
0.1,0.46,0.11,0.0664
0.1,0.46,0.12,0.0718
0.1,0.46,0.13,0.0762
0.1,0.46,0.14,0.0794
0.1,0.46,0.15,0.0815
0.1,0.46,0.16,0.0827
0.1,0.46,0.17,0.0829
0.1,0.46,0.18,0.0825
0.1,0.46,0.19,0.0814
0.1,0.46,0.2,0.08
0.1,0.46,0.21,0.0781
0.1,0.46,0.22,0.076
0.1,0.46,0.23,0.0736
0.1,0.46,0.24,0.0711
0.1,0.46,0.25,0.0685
0.1,0.46,0.26,0.0659
0.1,0.46,0.27,0.0634
0.1,0.46,0.28,0.0609
0.1,0.46,0.29,0.0587
0.1,0.46,0.3,0.0567
0.1,0.46,0.31,0.0549
0.1,0.46,0.32,0.0534
0.1,0.46,0.33,0.0522
0.1,0.46,0.34,0.0512
0.1,0.46,0.35000000000000003,0.0505
0.1,0.46,0.36,0.0499
0.1,0.46,0.37,0.0496
0.1,0.46,0.38,0.0493
0.1,0.46,0.39,0.0491
0.1,0.46,0.4,0.0489
0.1,0.46,0.41000000000000003,0.0488
0.1,0.46,0.42,0.0486
0.1,0.46,0.43,0.0483
0.1,0.46,0.44,0.0478
0.1,0.46,0.45,0.0471
0.1,0.46,0.46,0.0462
0.1,0.46,0.47000000000000003,0.0449
0.1,0.46,0.48,0.0433
0.1,0.46,0.49,0.0424
0.1,0.47000000000000003,0.0,0.000763
0.1,0.47000000000000003,0.01,0.00167
0.1,0.47000000000000003,0.02,0.00419
0.1,0.47000000000000003,0.03,0.00781
0.1,0.47000000000000003,0.04,0.0123
0.1,0.47000000000000003,0.05,0.0175
0.1,0.47000000000000003,0.06,0.0234
0.1,0.47000000000000003,0.07,0.0299
0.1,0.47000000000000003,0.08,0.0369
0.1,0.47000000000000003,0.09,0.044
0.1,0.47000000000000003,0.1,0.0509
0.1,0.47000000000000003,0.11,0.0574
0.1,0.47000000000000003,0.12,0.063
0.1,0.47000000000000003,0.13,0.0676
0.1,0.47000000000000003,0.14,0.071
0.1,0.47000000000000003,0.15,0.0734
0.1,0.47000000000000003,0.16,0.0747
0.1,0.47000000000000003,0.17,0.0752
0.1,0.47000000000000003,0.18,0.0751
0.1,0.47000000000000003,0.19,0.0743
0.1,0.47000000000000003,0.2,0.0731
0.1,0.47000000000000003,0.21,0.0716
0.1,0.47000000000000003,0.22,0.0698
0.1,0.47000000000000003,0.23,0.0678
0.1,0.47000000000000003,0.24,0.0656
0.1,0.47000000000000003,0.25,0.0634
0.1,0.47000000000000003,0.26,0.0611
0.1,0.47000000000000003,0.27,0.0589
0.1,0.47000000000000003,0.28,0.0568
0.1,0.47000000000000003,0.29,0.0548
0.1,0.47000000000000003,0.3,0.0531
0.1,0.47000000000000003,0.31,0.0515
0.1,0.47000000000000003,0.32,0.0502
0.1,0.47000000000000003,0.33,0.0491
0.1,0.47000000000000003,0.34,0.0483
0.1,0.47000000000000003,0.35000000000000003,0.0476
0.1,0.47000000000000003,0.36,0.0471
0.1,0.47000000000000003,0.37,0.0468
0.1,0.47000000000000003,0.38,0.0465
0.1,0.47000000000000003,0.39,0.0463
0.1,0.47000000000000003,0.4,0.0462
0.1,0.47000000000000003,0.41000000000000003,0.046
0.1,0.47000000000000003,0.42,0.0458
0.1,0.47000000000000003,0.43,0.0454
0.1,0.47000000000000003,0.44,0.0449
0.1,0.47000000000000003,0.45,0.0443
0.1,0.47000000000000003,0.46,0.0433
0.1,0.47000000000000003,0.47000000000000003,0.0421
0.1,0.47000000000000003,0.48,0.0405
0.1,0.47000000000000003,0.49,0.0396
0.1,0.48,0.0,0.000289
0.1,0.48,0.01,0.000649
0.1,0.48,0.02,0.00218
0.1,0.48,0.03,0.00495
0.1,0.48,0.04,0.00878
0.1,0.48,0.05,0.0136
0.1,0.48,0.06,0.0191
0.1,0.48,0.07,0.0253
0.1,0.48,0.08,0.032
0.1,0.48,0.09,0.039
0.1,0.48,0.1,0.0458
0.1,0.48,0.11,0.0522
0.1,0.48,0.12,0.0578
0.1,0.48,0.13,0.0623
0.1,0.48,0.14,0.0658
0.1,0.48,0.15,0.0682
0.1,0.48,0.16,0.0696
0.1,0.48,0.17,0.0701
0.1,0.48,0.18,0.0701
0.1,0.48,0.19,0.0694
0.1,0.48,0.2,0.0684
0.1,0.48,0.21,0.0671
0.1,0.48,0.22,0.0655
0.1,0.48,0.23,0.0637
0.1,0.48,0.24,0.0618
0.1,0.48,0.25,0.0598
0.1,0.48,0.26,0.0578
0.1,0.48,0.27,0.0558
0.1,0.48,0.28,0.0539
0.1,0.48,0.29,0.0522
0.1,0.48,0.3,0.0506
0.1,0.48,0.31,0.0492
0.1,0.48,0.32,0.048
0.1,0.48,0.33,0.047
0.1,0.48,0.34,0.0463
0.1,0.48,0.35000000000000003,0.0457
0.1,0.48,0.36,0.0452
0.1,0.48,0.37,0.0449
0.1,0.48,0.38,0.0447
0.1,0.48,0.39,0.0445
0.1,0.48,0.4,0.0443
0.1,0.48,0.41000000000000003,0.0442
0.1,0.48,0.42,0.0439
0.1,0.48,0.43,0.0436
0.1,0.48,0.44,0.0431
0.1,0.48,0.45,0.0425
0.1,0.48,0.46,0.0416
0.1,0.48,0.47000000000000003,0.0404
0.1,0.48,0.48,0.0388
0.1,0.48,0.49,0.0379
0.1,0.49,0.0,0.000152
0.1,0.49,0.01,0.000422
0.1,0.49,0.02,0.0017
0.1,0.49,0.03,0.00416
0.1,0.49,0.04,0.00778
0.1,0.49,0.05,0.0124
0.1,0.49,0.06,0.0178
0.1,0.49,0.07,0.024
0.1,0.49,0.08,0.0307
0.1,0.49,0.09,0.0376
0.1,0.49,0.1,0.0443
0.1,0.49,0.11,0.0507
0.1,0.49,0.12,0.0562
0.1,0.49,0.13,0.0607
0.1,0.49,0.14,0.0641
0.1,0.49,0.15,0.0664
0.1,0.49,0.16,0.0678
0.1,0.49,0.17,0.0684
0.1,0.49,0.18,0.0683
0.1,0.49,0.19,0.0678
0.1,0.49,0.2,0.0668
0.1,0.49,0.21,0.0655
0.1,0.49,0.22,0.064
0.1,0.49,0.23,0.0623
0.1,0.49,0.24,0.0605
0.1,0.49,0.25,0.0586
0.1,0.49,0.26,0.0567
0.1,0.49,0.27,0.0548
0.1,0.49,0.28,0.053
0.1,0.49,0.29,0.0513
0.1,0.49,0.3,0.0497
0.1,0.49,0.31,0.0484
0.1,0.49,0.32,0.0473
0.1,0.49,0.33,0.0463
0.1,0.49,0.34,0.0456
0.1,0.49,0.35000000000000003,0.045
0.1,0.49,0.36,0.0446
0.1,0.49,0.37,0.0443
0.1,0.49,0.38,0.044
0.1,0.49,0.39,0.0439
0.1,0.49,0.4,0.0437
0.1,0.49,0.41000000000000003,0.0435
0.1,0.49,0.42,0.0433
0.1,0.49,0.43,0.043
0.1,0.49,0.44,0.0425
0.1,0.49,0.45,0.0419
0.1,0.49,0.46,0.0411
0.1,0.49,0.47000000000000003,0.0399
0.1,0.49,0.48,0.0384
0.1,0.49,0.49,0.0374
0.11,0.0,0.0,0.000661
0.11,0.0,0.01,0.00199
0.11,0.0,0.02,0.0071
0.11,0.0,0.03,0.0163
0.11,0.0,0.04,0.0289
0.11,0.0,0.05,0.0438
0.11,0.0,0.06,0.0594
0.11,0.0,0.07,0.0749
0.11,0.0,0.08,0.0893
0.11,0.0,0.09,0.102
0.11,0.0,0.1,0.112
0.11,0.0,0.11,0.12
0.11,0.0,0.12,0.125
0.11,0.0,0.13,0.127
0.11,0.0,0.14,0.127
0.11,0.0,0.15,0.126
0.11,0.0,0.16,0.124
0.11,0.0,0.17,0.121
0.11,0.0,0.18,0.117
0.11,0.0,0.19,0.113
0.11,0.0,0.2,0.109
0.11,0.0,0.21,0.104
0.11,0.0,0.22,0.0998
0.11,0.0,0.23,0.0954
0.11,0.0,0.24,0.0911
0.11,0.0,0.25,0.0869
0.11,0.0,0.26,0.0829
0.11,0.0,0.27,0.0791
0.11,0.0,0.28,0.0755
0.11,0.0,0.29,0.0722
0.11,0.0,0.3,0.0692
0.11,0.0,0.31,0.0665
0.11,0.0,0.32,0.0641
0.11,0.0,0.33,0.0621
0.11,0.0,0.34,0.0604
0.11,0.0,0.35000000000000003,0.0589
0.11,0.0,0.36,0.0578
0.11,0.0,0.37,0.0568
0.11,0.0,0.38,0.0561
0.11,0.0,0.39,0.0554
0.11,0.0,0.4,0.0549
0.11,0.0,0.41000000000000003,0.0544
0.11,0.0,0.42,0.054
0.11,0.0,0.43,0.0534
0.11,0.0,0.44,0.0528
0.11,0.0,0.45,0.0521
0.11,0.0,0.46,0.0511
0.11,0.0,0.47000000000000003,0.05
0.11,0.0,0.48,0.0487
0.11,0.0,0.49,0.0479
0.11,0.01,0.0,0.00107
0.11,0.01,0.01,0.00247
0.11,0.01,0.02,0.00776
0.11,0.01,0.03,0.0171
0.11,0.01,0.04,0.0297
0.11,0.01,0.05,0.0444
0.11,0.01,0.06,0.06
0.11,0.01,0.07,0.0755
0.11,0.01,0.08,0.0899
0.11,0.01,0.09,0.103
0.11,0.01,0.1,0.113
0.11,0.01,0.11,0.121
0.11,0.01,0.12,0.126
0.11,0.01,0.13,0.129
0.11,0.01,0.14,0.129
0.11,0.01,0.15,0.128
0.11,0.01,0.16,0.126
0.11,0.01,0.17,0.123
0.11,0.01,0.18,0.119
0.11,0.01,0.19,0.115
0.11,0.01,0.2,0.111
0.11,0.01,0.21,0.106
0.11,0.01,0.22,0.102
0.11,0.01,0.23,0.0973
0.11,0.01,0.24,0.0929
0.11,0.01,0.25,0.0886
0.11,0.01,0.26,0.0844
0.11,0.01,0.27,0.0804
0.11,0.01,0.28,0.0767
0.11,0.01,0.29,0.0733
0.11,0.01,0.3,0.0701
0.11,0.01,0.31,0.0673
0.11,0.01,0.32,0.0649
0.11,0.01,0.33,0.0628
0.11,0.01,0.34,0.061
0.11,0.01,0.35000000000000003,0.0596
0.11,0.01,0.36,0.0584
0.11,0.01,0.37,0.0574
0.11,0.01,0.38,0.0567
0.11,0.01,0.39,0.056
0.11,0.01,0.4,0.0555
0.11,0.01,0.41000000000000003,0.055
0.11,0.01,0.42,0.0546
0.11,0.01,0.43,0.054
0.11,0.01,0.44,0.0534
0.11,0.01,0.45,0.0527
0.11,0.01,0.46,0.0517
0.11,0.01,0.47000000000000003,0.0506
0.11,0.01,0.48,0.0492
0.11,0.01,0.49,0.0485
0.11,0.02,0.0,0.00188
0.11,0.02,0.01,0.00342
0.11,0.02,0.02,0.00936
0.11,0.02,0.03,0.0193
0.11,0.02,0.04,0.0322
0.11,0.02,0.05,0.047
0.11,0.02,0.06,0.0625
0.11,0.02,0.07,0.078
0.11,0.02,0.08,0.0926
0.11,0.02,0.09,0.106
0.11,0.02,0.1,0.116
0.11,0.02,0.11,0.125
0.11,0.02,0.12,0.131
0.11,0.02,0.13,0.134
0.11,0.02,0.14,0.135
0.11,0.02,0.15,0.134
0.11,0.02,0.16,0.132
0.11,0.02,0.17,0.129
0.11,0.02,0.18,0.126
0.11,0.02,0.19,0.121
0.11,0.02,0.2,0.117
0.11,0.02,0.21,0.112
0.11,0.02,0.22,0.107
0.11,0.02,0.23,0.103
0.11,0.02,0.24,0.0978
0.11,0.02,0.25,0.093
0.11,0.02,0.26,0.0885
0.11,0.02,0.27,0.0841
0.11,0.02,0.28,0.08
0.11,0.02,0.29,0.0763
0.11,0.02,0.3,0.0729
0.11,0.02,0.31,0.0698
0.11,0.02,0.32,0.0672
0.11,0.02,0.33,0.0649
0.11,0.02,0.34,0.063
0.11,0.02,0.35000000000000003,0.0615
0.11,0.02,0.36,0.0603
0.11,0.02,0.37,0.0593
0.11,0.02,0.38,0.0585
0.11,0.02,0.39,0.0578
0.11,0.02,0.4,0.0573
0.11,0.02,0.41000000000000003,0.0569
0.11,0.02,0.42,0.0564
0.11,0.02,0.43,0.0559
0.11,0.02,0.44,0.0553
0.11,0.02,0.45,0.0546
0.11,0.02,0.46,0.0537
0.11,0.02,0.47000000000000003,0.0525
0.11,0.02,0.48,0.0511
0.11,0.02,0.49,0.0504
0.11,0.03,0.0,0.00288
0.11,0.03,0.01,0.00483
0.11,0.03,0.02,0.0121
0.11,0.03,0.03,0.0236
0.11,0.03,0.04,0.0372
0.11,0.03,0.05,0.0524
0.11,0.03,0.06,0.0681
0.11,0.03,0.07,0.0836
0.11,0.03,0.08,0.0983
0.11,0.03,0.09,0.111
0.11,0.03,0.1,0.123
0.11,0.03,0.11,0.131
0.11,0.03,0.12,0.137
0.11,0.03,0.13,0.141
0.11,0.03,0.14,0.142
0.11,0.03,0.15,0.142
0.11,0.03,0.16,0.14
0.11,0.03,0.17,0.137
0.11,0.03,0.18,0.134
0.11,0.03,0.19,0.13
0.11,0.03,0.2,0.125
0.11,0.03,0.21,0.12
0.11,0.03,0.22,0.115
0.11,0.03,0.23,0.11
0.11,0.03,0.24,0.104
0.11,0.03,0.25,0.0991
0.11,0.03,0.26,0.094
0.11,0.03,0.27,0.0891
0.11,0.03,0.28,0.0846
0.11,0.03,0.29,0.0804
0.11,0.03,0.3,0.0766
0.11,0.03,0.31,0.0733
0.11,0.03,0.32,0.0704
0.11,0.03,0.33,0.0679
0.11,0.03,0.34,0.0659
0.11,0.03,0.35000000000000003,0.0642
0.11,0.03,0.36,0.0629
0.11,0.03,0.37,0.0619
0.11,0.03,0.38,0.0611
0.11,0.03,0.39,0.0605
0.11,0.03,0.4,0.06
0.11,0.03,0.41000000000000003,0.0596
0.11,0.03,0.42,0.0592
0.11,0.03,0.43,0.0588
0.11,0.03,0.44,0.0583
0.11,0.03,0.45,0.0576
0.11,0.03,0.46,0.0567
0.11,0.03,0.47000000000000003,0.0556
0.11,0.03,0.48,0.0542
0.11,0.03,0.49,0.0534
0.11,0.04,0.0,0.00411
0.11,0.04,0.01,0.00828
0.11,0.04,0.02,0.0188
0.11,0.04,0.03,0.0324
0.11,0.04,0.04,0.047
0.11,0.04,0.05,0.0625
0.11,0.04,0.06,0.0783
0.11,0.04,0.07,0.0936
0.11,0.04,0.08,0.108
0.11,0.04,0.09,0.121
0.11,0.04,0.1,0.132
0.11,0.04,0.11,0.14
0.11,0.04,0.12,0.146
0.11,0.04,0.13,0.15
0.11,0.04,0.14,0.151
0.11,0.04,0.15,0.151
0.11,0.04,0.16,0.149
0.11,0.04,0.17,0.146
0.11,0.04,0.18,0.142
0.11,0.04,0.19,0.138
0.11,0.04,0.2,0.133
0.11,0.04,0.21,0.128
0.11,0.04,0.22,0.123
0.11,0.04,0.23,0.117
0.11,0.04,0.24,0.111
0.11,0.04,0.25,0.105
0.11,0.04,0.26,0.0999
0.11,0.04,0.27,0.0945
0.11,0.04,0.28,0.0895
0.11,0.04,0.29,0.0849
0.11,0.04,0.3,0.0807
0.11,0.04,0.31,0.0771
0.11,0.04,0.32,0.0739
0.11,0.04,0.33,0.0712
0.11,0.04,0.34,0.069
0.11,0.04,0.35000000000000003,0.0673
0.11,0.04,0.36,0.0659
0.11,0.04,0.37,0.0649
0.11,0.04,0.38,0.0641
0.11,0.04,0.39,0.0636
0.11,0.04,0.4,0.0632
0.11,0.04,0.41000000000000003,0.0629
0.11,0.04,0.42,0.0627
0.11,0.04,0.43,0.0624
0.11,0.04,0.44,0.062
0.11,0.04,0.45,0.0614
0.11,0.04,0.46,0.0606
0.11,0.04,0.47000000000000003,0.0595
0.11,0.04,0.48,0.0581
0.11,0.04,0.49,0.0574
0.11,0.05,0.0,0.0121
0.11,0.05,0.01,0.0205
0.11,0.05,0.02,0.0348
0.11,0.05,0.03,0.0491
0.11,0.05,0.04,0.0645
0.11,0.05,0.05,0.0798
0.11,0.05,0.06,0.0954
0.11,0.05,0.07,0.11
0.11,0.05,0.08,0.124
0.11,0.05,0.09,0.136
0.11,0.05,0.1,0.145
0.11,0.05,0.11,0.153
0.11,0.05,0.12,0.157
0.11,0.05,0.13,0.16
0.11,0.05,0.14,0.161
0.11,0.05,0.15,0.16
0.11,0.05,0.16,0.158
0.11,0.05,0.17,0.155
0.11,0.05,0.18,0.151
0.11,0.05,0.19,0.147
0.11,0.05,0.2,0.142
0.11,0.05,0.21,0.136
0.11,0.05,0.22,0.131
0.11,0.05,0.23,0.124
0.11,0.05,0.24,0.118
0.11,0.05,0.25,0.112
0.11,0.05,0.26,0.106
0.11,0.05,0.27,0.1
0.11,0.05,0.28,0.0947
0.11,0.05,0.29,0.0896
0.11,0.05,0.3,0.085
0.11,0.05,0.31,0.0811
0.11,0.05,0.32,0.0776
0.11,0.05,0.33,0.0748
0.11,0.05,0.34,0.0724
0.11,0.05,0.35000000000000003,0.0706
0.11,0.05,0.36,0.0692
0.11,0.05,0.37,0.0682
0.11,0.05,0.38,0.0675
0.11,0.05,0.39,0.0671
0.11,0.05,0.4,0.0668
0.11,0.05,0.41000000000000003,0.0667
0.11,0.05,0.42,0.0666
0.11,0.05,0.43,0.0665
0.11,0.05,0.44,0.0664
0.11,0.05,0.45,0.066
0.11,0.05,0.46,0.0654
0.11,0.05,0.47000000000000003,0.0644
0.11,0.05,0.48,0.0631
0.11,0.05,0.49,0.0623
0.11,0.06,0.0,0.0339
0.11,0.06,0.01,0.0454
0.11,0.06,0.02,0.062
0.11,0.06,0.03,0.0766
0.11,0.06,0.04,0.0927
0.11,0.06,0.05,0.108
0.11,0.06,0.06,0.122
0.11,0.06,0.07,0.136
0.11,0.06,0.08,0.147
0.11,0.06,0.09,0.157
0.11,0.06,0.1,0.164
0.11,0.06,0.11,0.169
0.11,0.06,0.12,0.172
0.11,0.06,0.13,0.173
0.11,0.06,0.14,0.172
0.11,0.06,0.15,0.17
0.11,0.06,0.16,0.168
0.11,0.06,0.17,0.164
0.11,0.06,0.18,0.16
0.11,0.06,0.19,0.156
0.11,0.06,0.2,0.15
0.11,0.06,0.21,0.145
0.11,0.06,0.22,0.139
0.11,0.06,0.23,0.132
0.11,0.06,0.24,0.126
0.11,0.06,0.25,0.119
0.11,0.06,0.26,0.112
0.11,0.06,0.27,0.106
0.11,0.06,0.28,0.0999
0.11,0.06,0.29,0.0944
0.11,0.06,0.3,0.0895
0.11,0.06,0.31,0.0851
0.11,0.06,0.32,0.0815
0.11,0.06,0.33,0.0784
0.11,0.06,0.34,0.076
0.11,0.06,0.35000000000000003,0.0741
0.11,0.06,0.36,0.0727
0.11,0.06,0.37,0.0717
0.11,0.06,0.38,0.0711
0.11,0.06,0.39,0.0708
0.11,0.06,0.4,0.0708
0.11,0.06,0.41000000000000003,0.0709
0.11,0.06,0.42,0.0711
0.11,0.06,0.43,0.0713
0.11,0.06,0.44,0.0715
0.11,0.06,0.45,0.0714
0.11,0.06,0.46,0.0711
0.11,0.06,0.47000000000000003,0.0703
0.11,0.06,0.48,0.069
0.11,0.06,0.49,0.0683
0.11,0.07,0.0,0.0748
0.11,0.07,0.01,0.0879
0.11,0.07,0.02,0.106
0.11,0.07,0.03,0.121
0.11,0.07,0.04,0.137
0.11,0.07,0.05,0.15
0.11,0.07,0.06,0.162
0.11,0.07,0.07,0.172
0.11,0.07,0.08,0.18
0.11,0.07,0.09,0.186
0.11,0.07,0.1,0.189
0.11,0.07,0.11,0.19
0.11,0.07,0.12,0.19
0.11,0.07,0.13,0.188
0.11,0.07,0.14,0.186
0.11,0.07,0.15,0.183
0.11,0.07,0.16,0.179
0.11,0.07,0.17,0.175
0.11,0.07,0.18,0.17
0.11,0.07,0.19,0.165
0.11,0.07,0.2,0.16
0.11,0.07,0.21,0.154
0.11,0.07,0.22,0.147
0.11,0.07,0.23,0.14
0.11,0.07,0.24,0.133
0.11,0.07,0.25,0.126
0.11,0.07,0.26,0.119
0.11,0.07,0.27,0.112
0.11,0.07,0.28,0.105
0.11,0.07,0.29,0.0993
0.11,0.07,0.3,0.094
0.11,0.07,0.31,0.0893
0.11,0.07,0.32,0.0854
0.11,0.07,0.33,0.0822
0.11,0.07,0.34,0.0796
0.11,0.07,0.35000000000000003,0.0777
0.11,0.07,0.36,0.0763
0.11,0.07,0.37,0.0754
0.11,0.07,0.38,0.075
0.11,0.07,0.39,0.0749
