Node Number,x,y,z,Dynamic Pressure
1383.0,0.112,0.071,0.,0.0748
1604.0,0.122,0.071,0.,0.0993
1847.0,0.133,0.071,0.,0.126
2113.0,0.143,0.071,0.,0.153
2403.0,0.153,0.071,0.,0.175
2718.0,0.163,0.071,0.,0.19
3059.0,0.173,0.071,0.,0.198
3427.0,0.184,0.071,0.,0.204
3823.0,0.194,0.071,0.,0.209
4248.0,0.204,0.071,0.,0.216
4703.0,0.214,0.071,0.,0.227
5189.0,0.225,0.071,0.,0.246
5707.0,0.235,0.071,0.,0.273
6258.0,0.245,0.071,0.,0.312
6843.0,0.255,0.071,0.,0.36
7463.0,0.265,0.071,0.,0.409
8119.0,0.276,0.071,0.,0.455
8812.0,0.286,0.071,0.,0.492
9543.0,0.296,0.071,0.,0.513
10313.0,0.306,0.071,0.,0.516
11123.0,0.316,0.071,0.,0.497
11974.0,0.327,0.071,0.,0.458
12867.0,0.337,0.071,0.,0.404
13803.0,0.347,0.071,0.,0.34
14783.0,0.357,0.071,0.,0.272
15808.0,0.367,0.071,0.,0.207
16879.0,0.378,0.071,0.,0.149
17997.0,0.388,0.071,0.,0.101
19163.0,0.398,0.071,0.,0.0642
20378.0,0.408,0.071,0.,0.0376
21643.0,0.418,0.071,0.,0.0196
22959.0,0.429,0.071,0.,0.00871
24327.0,0.439,0.071,0.,0.0032
25744.0,0.449,0.071,0.,0.00119
27203.0,0.459,0.071,0.,0.000716
28704.0,0.469,0.071,0.,0.000483
30245.0,0.48,0.071,0.,0.000354
31824.0,0.49,0.071,0.,0.000223
33439.0,0.5,0.071,0.,0.000149
214.0,0.,0.082,0.,5.27e-05
212.0,0.010,0.082,0.,0.000105
282.0,0.02,0.082,0.,0.000282
362.0,0.031,0.082,0.,0.000942
456.0,0.041,0.082,0.,0.00287
565.0,0.051,0.082,0.,0.00695
690.0,0.061,0.082,0.,0.0142
832.0,0.071,0.082,0.,0.0261
992.0,0.082,0.082,0.,0.0442
1171.0,0.092,0.082,0.,0.0698
1370.0,0.102,0.082,0.,0.103
1590.0,0.112,0.082,0.,0.144
1832.0,0.122,0.082,0.,0.19
2097.0,0.133,0.082,0.,0.239
2386.0,0.143,0.082,0.,0.286
2700.0,0.153,0.082,0.,0.327
3040.0,0.163,0.082,0.,0.36
3407.0,0.173,0.082,0.,0.384
3802.0,0.184,0.082,0.,0.401
4226.0,0.194,0.082,0.,0.415
4680.0,0.204,0.082,0.,0.43
5165.0,0.214,0.082,0.,0.453
5682.0,0.225,0.082,0.,0.488
6232.0,0.235,0.082,0.,0.538
6816.0,0.245,0.082,0.,0.605
7435.0,0.255,0.082,0.,0.684
8090.0,0.265,0.082,0.,0.765
8782.0,0.276,0.082,0.,0.84
9512.0,0.286,0.082,0.,0.896
10281.0,0.296,0.082,0.,0.922
11090.0,0.306,0.082,0.,0.913
11940.0,0.316,0.082,0.,0.868
12832.0,0.327,0.082,0.,0.791
13767.0,0.337,0.082,0.,0.691
14746.0,0.347,0.082,0.,0.577
15770.0,0.357,0.082,0.,0.459
16840.0,0.367,0.082,0.,0.348
17957.0,0.378,0.082,0.,0.25
19122.0,0.388,0.082,0.,0.169
20336.0,0.398,0.082,0.,0.108
21600.0,0.408,0.082,0.,0.0636
22915.0,0.418,0.082,0.,0.0339
24282.0,0.429,0.082,0.,0.0157
25698.0,0.439,0.082,0.,0.00567
27156.0,0.449,0.082,0.,0.00177
28656.0,0.459,0.082,0.,0.00109
30196.0,0.469,0.082,0.,0.000741
31774.0,0.48,0.082,0.,0.00054
33388.0,0.49,0.082,0.,0.000336
35036.0,0.5,0.082,0.,0.000222
277.0,0.,0.092,0.,9.27e-05
275.0,0.010,0.092,0.,0.000183
357.0,0.02,0.092,0.,0.000455
450.0,0.031,0.092,0.,0.00183
558.0,0.041,0.092,0.,0.00557
682.0,0.051,0.092,0.,0.0129
823.0,0.061,0.092,0.,0.0256
982.0,0.071,0.092,0.,0.0464
1160.0,0.082,0.092,0.,0.0778
1358.0,0.092,0.092,0.,0.122
1577.0,0.102,0.092,0.,0.18
1818.0,0.112,0.092,0.,0.251
2082.0,0.122,0.092,0.,0.33
2370.0,0.133,0.092,0.,0.414
2683.0,0.143,0.092,0.,0.495
3022.0,0.153,0.092,0.,0.568
3388.0,0.163,0.092,0.,0.629
3782.0,0.173,0.092,0.,0.676
4205.0,0.184,0.092,0.,0.711
4658.0,0.194,0.092,0.,0.74
5142.0,0.204,0.092,0.,0.77
5658.0,0.214,0.092,0.,0.811
6207.0,0.225,0.092,0.,0.872
6790.0,0.235,0.092,0.,0.958
7408.0,0.245,0.092,0.,1.07
8062.0,0.255,0.092,0.,1.2
8753.0,0.265,0.092,0.,1.33
9482.0,0.276,0.092,0.,1.44
10250.0,0.286,0.092,0.,1.52
11058.0,0.296,0.092,0.,1.54
11907.0,0.306,0.092,0.,1.51
12798.0,0.316,0.092,0.,1.41
13732.0,0.327,0.092,0.,1.27
14710.0,0.337,0.092,0.,1.1
15733.0,0.347,0.092,0.,0.91
16802.0,0.357,0.092,0.,0.722
17918.0,0.367,0.092,0.,0.546
19082.0,0.378,0.092,0.,0.392
20295.0,0.388,0.092,0.,0.266
21558.0,0.398,0.092,0.,0.17
22872.0,0.408,0.092,0.,0.1
24238.0,0.418,0.092,0.,0.054
25653.0,0.429,0.092,0.,0.0252
27110.0,0.439,0.092,0.,0.00887
28609.0,0.449,0.092,0.,0.00255
30148.0,0.459,0.092,0.,0.00165
31725.0,0.469,0.092,0.,0.00114
33338.0,0.48,0.092,0.,0.00082
34985.0,0.49,0.092,0.,0.000503
36664.0,0.5,0.092,0.,0.000328
352.0,0.,0.102,0.,0.000164
350.0,0.010,0.102,0.,0.00031
445.0,0.02,0.102,0.,0.000913
552.0,0.031,0.102,0.,0.00322
675.0,0.041,0.102,0.,0.00931
815.0,0.051,0.102,0.,0.0212
973.0,0.061,0.102,0.,0.0419
1150.0,0.071,0.102,0.,0.0755
1347.0,0.082,0.102,0.,0.126
1565.0,0.092,0.102,0.,0.198
1805.0,0.102,0.102,0.,0.292
2068.0,0.112,0.102,0.,0.406
2355.0,0.122,0.102,0.,0.535
2667.0,0.133,0.102,0.,0.671
3005.0,0.143,0.102,0.,0.803
3370.0,0.153,0.102,0.,0.924
3763.0,0.163,0.102,0.,1.03
4185.0,0.173,0.102,0.,1.11
4637.0,0.184,0.102,0.,1.17
5120.0,0.194,0.102,0.,1.23
5635.0,0.204,0.102,0.,1.28
6183.0,0.214,0.102,0.,1.35
6765.0,0.225,0.102,0.,1.45
7382.0,0.235,0.102,0.,1.59
8035.0,0.245,0.102,0.,1.77
8725.0,0.255,0.102,0.,1.98
9453.0,0.265,0.102,0.,2.19
10220.0,0.276,0.102,0.,2.36
11027.0,0.286,0.102,0.,2.46
11875.0,0.296,0.102,0.,2.47
12765.0,0.306,0.102,0.,2.37
13698.0,0.316,0.102,0.,2.19
14675.0,0.327,0.102,0.,1.94
15697.0,0.337,0.102,0.,1.65
16765.0,0.347,0.102,0.,1.35
17880.0,0.357,0.102,0.,1.07
19043.0,0.367,0.102,0.,0.804
20255.0,0.378,0.102,0.,0.577
21517.0,0.388,0.102,0.,0.393
22830.0,0.398,0.102,0.,0.251
24195.0,0.408,0.102,0.,0.149
25609.0,0.418,0.102,0.,0.0809
27065.0,0.429,0.102,0.,0.0382
28563.0,0.439,0.102,0.,0.0135
30101.0,0.449,0.102,0.,0.00387
31677.0,0.459,0.102,0.,0.00255
33289.0,0.469,0.102,0.,0.00176
34935.0,0.48,0.102,0.,0.00124
36613.0,0.49,0.102,0.,0.000745
38321.0,0.5,0.102,0.,0.000476
440.0,0.,0.112,0.,0.00026
438.0,0.010,0.112,0.,0.000445
547.0,0.02,0.112,0.,0.00154
669.0,0.031,0.112,0.,0.00517
808.0,0.041,0.112,0.,0.0142
965.0,0.051,0.112,0.,0.0321
1141.0,0.061,0.112,0.,0.0634
1337.0,0.071,0.112,0.,0.114
1554.0,0.082,0.112,0.,0.192
1793.0,0.092,0.112,0.,0.302
2055.0,0.102,0.112,0.,0.445
2341.0,0.112,0.112,0.,0.619
2652.0,0.122,0.112,0.,0.816
2989.0,0.133,0.112,0.,1.02
3353.0,0.143,0.112,0.,1.23
3745.0,0.153,0.112,0.,1.43
4166.0,0.163,0.112,0.,1.6
4617.0,0.173,0.112,0.,1.74
5099.0,0.184,0.112,0.,1.85
5613.0,0.194,0.112,0.,1.94
6160.0,0.204,0.112,0.,2.02
6741.0,0.214,0.112,0.,2.14
7357.0,0.225,0.112,0.,2.3
8009.0,0.235,0.112,0.,2.54
8698.0,0.245,0.112,0.,2.84
9425.0,0.255,0.112,0.,3.18
10191.0,0.265,0.112,0.,3.51
10997.0,0.276,0.112,0.,3.76
11844.0,0.286,0.112,0.,3.88
